10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
30, ddd
80, aaa
90, bbb
10, ccc
25, aaa
15, bbb
